Sequence  | Length  | TermCode            | Uri                                                                   | Data
369       | 95      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64f](b512x64f~in,32i)        | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce 48 8b 02 41 c1 e0 03 49 63 d0 48 8d 04 d0 c5 fd 10 00 c5 fd 11 44 24 20 c5 fd 10 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
370       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8u](n128,8u~ptr)             | c5 f8 77 66 90 c4 c1 7b f0 00 c5 f9 11 01 48 8b c1 c3
371       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8i](n128,8i~ptr)             | c5 f8 77 66 90 c4 c1 7b f0 00 c5 f9 11 01 48 8b c1 c3
372       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16u](n128,16u~ptr)           | c5 f8 77 66 90 c4 c1 7b f0 00 c5 f9 11 01 48 8b c1 c3
373       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16i](n128,16i~ptr)           | c5 f8 77 66 90 c4 c1 7b f0 00 c5 f9 11 01 48 8b c1 c3
374       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32u](n128,32u~ptr)           | c5 f8 77 66 90 c4 c1 7b f0 00 c5 f9 11 01 48 8b c1 c3
375       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32i](n128,32i~ptr)           | c5 f8 77 66 90 c4 c1 7b f0 00 c5 f9 11 01 48 8b c1 c3
376       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64u](n128,64u~ptr)           | c5 f8 77 66 90 c4 c1 7b f0 00 c5 f9 11 01 48 8b c1 c3
377       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64i](n128,64i~ptr)           | c5 f8 77 66 90 c4 c1 7b f0 00 c5 f9 11 01 48 8b c1 c3
378       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32f](n128,32f~ptr)           | c5 f8 77 66 90 c4 c1 78 10 00 c5 f9 11 01 48 8b c1 c3
379       | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64f](n128,64f~ptr)           | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 11 01 48 8b c1 c3
380       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8u](n256,8u~ptr)             | c5 f8 77 66 90 c4 c1 7f f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
381       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8i](n256,8i~ptr)             | c5 f8 77 66 90 c4 c1 7f f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
382       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16u](n256,16u~ptr)           | c5 f8 77 66 90 c4 c1 7f f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
383       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16i](n256,16i~ptr)           | c5 f8 77 66 90 c4 c1 7f f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
384       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32u](n256,32u~ptr)           | c5 f8 77 66 90 c4 c1 7f f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
385       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32i](n256,32i~ptr)           | c5 f8 77 66 90 c4 c1 7f f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
386       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64u](n256,64u~ptr)           | c5 f8 77 66 90 c4 c1 7f f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
387       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64i](n256,64i~ptr)           | c5 f8 77 66 90 c4 c1 7f f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
388       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32f](n256,32f~ptr)           | c5 f8 77 66 90 c4 c1 7c 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
389       | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64f](n256,64f~ptr)           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
390       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8u](n512,8u~ptr)             | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7f f0 00 c5 fd 11 44 24 20 c4 c1 7f f0 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
391       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8i](n512,8i~ptr)             | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7f f0 00 c5 fd 11 44 24 20 c4 c1 7f f0 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
392       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16u](n512,16u~ptr)           | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7f f0 00 c5 fd 11 44 24 20 c4 c1 7f f0 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
393       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16i](n512,16i~ptr)           | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7f f0 00 c5 fd 11 44 24 20 c4 c1 7f f0 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
394       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32u](n512,32u~ptr)           | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7f f0 00 c5 fd 11 44 24 20 c4 c1 7f f0 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
395       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32i](n512,32i~ptr)           | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7f f0 00 c5 fd 11 44 24 20 c4 c1 7f f0 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
396       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64u](n512,64u~ptr)           | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7f f0 00 c5 fd 11 44 24 20 c4 c1 7f f0 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
397       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64i](n512,64i~ptr)           | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7f f0 00 c5 fd 11 44 24 20 c4 c1 7f f0 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
398       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32f](n512,32f~ptr)           | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7c 10 00 c5 fd 11 44 24 20 c4 c1 7c 10 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
399       | 83      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64f](n512,64f~ptr)           | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c4 c1 7d 10 00 c5 fd 11 44 24 20 c4 c1 7d 10 40 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 48 83 c4 48 5e 5f c3
400       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8u](8u~ptr,v128x8u~out)      | c5 f8 77 66 90 c5 fb f0 01 c5 f9 11 02 48 8b c2 c3
401       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8i](8i~ptr,v128x8i~out)      | c5 f8 77 66 90 c5 fb f0 01 c5 f9 11 02 48 8b c2 c3
402       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16u](16u~ptr,v128x16u~out)   | c5 f8 77 66 90 c5 fb f0 01 c5 f9 11 02 48 8b c2 c3
403       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16i](16i~ptr,v128x16i~out)   | c5 f8 77 66 90 c5 fb f0 01 c5 f9 11 02 48 8b c2 c3
404       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32u](32u~ptr,v128x32u~out)   | c5 f8 77 66 90 c5 fb f0 01 c5 f9 11 02 48 8b c2 c3
405       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32i](32i~ptr,v128x32i~out)   | c5 f8 77 66 90 c5 fb f0 01 c5 f9 11 02 48 8b c2 c3
406       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64u](64u~ptr,v128x64u~out)   | c5 f8 77 66 90 c5 fb f0 01 c5 f9 11 02 48 8b c2 c3
407       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64i](64i~ptr,v128x64i~out)   | c5 f8 77 66 90 c5 fb f0 01 c5 f9 11 02 48 8b c2 c3
408       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32f](32f~ptr,v128x32f~out)   | c5 f8 77 66 90 c5 f8 10 01 c5 f9 11 02 48 8b c2 c3
409       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64f](64f~ptr,v128x64f~out)   | c5 f8 77 66 90 c5 f9 10 01 c5 f9 11 02 48 8b c2 c3
410       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8u](8u~ptr,v256x8u~out)      | c5 f8 77 66 90 c5 ff f0 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
411       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8i](8i~ptr,v256x8i~out)      | c5 f8 77 66 90 c5 ff f0 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
412       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16u](16u~ptr,v256x16u~out)   | c5 f8 77 66 90 c5 ff f0 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
413       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16i](16i~ptr,v256x16i~out)   | c5 f8 77 66 90 c5 ff f0 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
414       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32u](32u~ptr,v256x32u~out)   | c5 f8 77 66 90 c5 ff f0 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
415       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32i](32i~ptr,v256x32i~out)   | c5 f8 77 66 90 c5 ff f0 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
416       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64u](64u~ptr,v256x64u~out)   | c5 f8 77 66 90 c5 ff f0 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
417       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64i](64i~ptr,v256x64i~out)   | c5 f8 77 66 90 c5 ff f0 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
418       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32f](32f~ptr,v256x32f~out)   | c5 f8 77 66 90 c5 fc 10 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
419       | 20      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64f](64f~ptr,v256x64f~out)   | c5 f8 77 66 90 c5 fd 10 01 c5 fd 11 02 48 8b c2 c5 f8 77 c3
420       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8u](8u~ptr,v512x8u~out)      | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 ff f0 01 c5 fd 11 44 24 20 c5 ff f0 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
421       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[8i](8i~ptr,v512x8i~out)      | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 ff f0 01 c5 fd 11 44 24 20 c5 ff f0 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
422       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16u](16u~ptr,v512x16u~out)   | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 ff f0 01 c5 fd 11 44 24 20 c5 ff f0 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
423       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[16i](16i~ptr,v512x16i~out)   | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 ff f0 01 c5 fd 11 44 24 20 c5 ff f0 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
424       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32u](32u~ptr,v512x32u~out)   | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 ff f0 01 c5 fd 11 44 24 20 c5 ff f0 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
425       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32i](32i~ptr,v512x32i~out)   | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 ff f0 01 c5 fd 11 44 24 20 c5 ff f0 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
426       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64u](64u~ptr,v512x64u~out)   | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 ff f0 01 c5 fd 11 44 24 20 c5 ff f0 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
427       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64i](64i~ptr,v512x64i~out)   | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 ff f0 01 c5 fd 11 44 24 20 c5 ff f0 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
428       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[32f](32f~ptr,v512x32f~out)   | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 fc 10 01 c5 fd 11 44 24 20 c5 fc 10 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
429       | 81      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vload#vload_g[64f](64f~ptr,v512x64f~out)   | 57 56 48 83 ec 48 c5 f8 77 48 8b f1 48 8d 3c 24 b9 10 00 00 00 33 c0 f3 ab 48 8b ce c5 fd 10 01 c5 fd 11 44 24 20 c5 fd 10 41 20 c5 fd 11 04 24 c5 fd 10 44 24 20 c5 fd 10 0c 24 c5 fd 11 02 c5 fd 11 4a 20 48 8b c2 c5 f8 77 48 83 c4 48 5e 5f c3
430       | 24      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vparts#vparts_(n128,64u,64u)               | c5 f8 77 66 90 c4 c1 f9 6e c0 c4 c3 f9 22 c1 01 c5 f9 11 01 48 8b c1 c3
431       | 43      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vpartsf#vpartsf_(n128,32f,32f,32f,32f)     | c5 f8 77 66 90 c4 e3 69 21 d3 10 c5 fa 10 44 24 28 c4 e3 69 21 d0 20 c5 fa 10 44 24 30 c4 e3 69 21 c0 30 c5 f9 11 01 48 8b c1 c3
432       | 17      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vpartsf#vpartsf_(n128,64f,64f)             | c5 f8 77 66 90 c5 e8 16 c3 c5 f9 11 01 48 8b c1 c3
433       | 485     | CTC_RET_INTR        | hex://intrinsics/CpuVector?vparts#vparts_(n256,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u,8u)| c5 f8 77 66 90 41 0f b6 c0 c5 f9 6e c0 41 0f b6 c1 c4 e3 79 20 c0 01 8b 44 24 28 0f b6 c0 c4 e3 79 20 c0 02 8b 44 24 30 0f b6 c0 c4 e3 79 20 c0 03 8b 44 24 38 0f b6 c0 c4 e3 79 20 c0 04 8b 44 24 40 0f b6 c0 c4 e3 79 20 c0 05 8b 44 24 48 0f b6 c0 c4 e3 79 20 c0 06 8b 44 24 50 0f b6 c0 c4 e3 79 20 c0 07 8b 44 24 58 0f b6 c0 c4 e3 79 20 c0 08 8b 44 24 60 0f b6 c0 c4 e3 79 20 c0 09 8b 44 24 68 0f b6 c0 c4 e3 79 20 c0 0a 8b 44 24 70 0f b6 c0 c4 e3 79 20 c0 0b 8b 44 24 78 0f b6 c0 c4 e3 79 20 c0 0c 8b 84 24 80 00 00 00 0f b6 c0 c4 e3 79 20 c0 0d 8b 84 24 88 00 00 00 0f b6 c0 c4 e3 79 20 c0 0e 8b 84 24 90 00 00 00 0f b6 c0 c4 e3 79 20 c0 0f 8b 84 24 98 00 00 00 0f b6 c0 c5 f9 6e c8 8b 84 24 a0 00 00 00 0f b6 c0 c4 e3 71 20 c8 01 8b 84 24 a8 00 00 00 0f b6 c0 c4 e3 71 20 c8 02 8b 84 24 b0 00 00 00 0f b6 c0 c4 e3 71 20 c8 03 8b 84 24 b8 00 00 00 0f b6 c0 c4 e3 71 20 c8 04 8b 84 24 c0 00 00 00 0f b6 c0 c4 e3 71 20 c8 05 8b 84 24 c8 00 00 00 0f b6 c0 c4 e3 71 20 c8 06 8b 84 24 d0 00 00 00 0f b6 c0 c4 e3 71 20 c8 07 8b 84 24 d8 00 00 00 0f b6 c0 c4 e3 71 20 c8 08 8b 84 24 e0 00 00 00 0f b6 c0 c4 e3 71 20 c8 09 8b 84 24 e8 00 00 00 0f b6 c0 c4 e3 71 20 c8 0a 8b 84 24 f0 00 00 00 0f b6 c0 c4 e3 71 20 c8 0b 8b 84 24 f8 00 00 00 0f b6 c0 c4 e3 71 20 c8 0c 8b 84 24 00 01 00 00 0f b6 c0 c4 e3 71 20 c8 0d 8b 84 24 08 01 00 00 0f b6 c0 c4 e3 71 20 c8 0e 8b 84 24 10 01 00 00 0f b6 c0 c4 e3 71 20 c8 0f c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3
434       | 215     | CTC_RET_INTR        | hex://intrinsics/CpuVector?vparts#vparts_(n256,16u,16u,16u,16u,16u,16u,16u,16u,16u,16u,16u,16u,16u,16u,16u,16u)| c5 f8 77 66 90 41 0f b7 c0 c5 f9 6e c0 41 0f b7 c1 c5 f9 c4 c0 01 8b 44 24 28 0f b7 c0 c5 f9 c4 c0 02 8b 44 24 30 0f b7 c0 c5 f9 c4 c0 03 8b 44 24 38 0f b7 c0 c5 f9 c4 c0 04 8b 44 24 40 0f b7 c0 c5 f9 c4 c0 05 8b 44 24 48 0f b7 c0 c5 f9 c4 c0 06 8b 44 24 50 0f b7 c0 c5 f9 c4 c0 07 8b 44 24 58 0f b7 c0 c5 f9 6e c8 8b 44 24 60 0f b7 c0 c5 f1 c4 c8 01 8b 44 24 68 0f b7 c0 c5 f1 c4 c8 02 8b 44 24 70 0f b7 c0 c5 f1 c4 c8 03 8b 44 24 78 0f b7 c0 c5 f1 c4 c8 04 8b 84 24 80 00 00 00 0f b7 c0 c5 f1 c4 c8 05 8b 84 24 88 00 00 00 0f b7 c0 c5 f1 c4 c8 06 8b 84 24 90 00 00 00 0f b7 c0 c5 f1 c4 c8 07 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3
435       | 229     | CTC_RET_INTR        | hex://intrinsics/CpuVector?vpartsi#vpartsi_(n256,16i,16i,16i,16i,16i,16i,16i,16i,16i,16i,16i,16i,16i,16i,16i,16i)| c5 f8 77 66 90 49 0f bf c0 c5 f9 6e c0 49 0f bf c1 c5 f9 c4 c0 01 8b 44 24 28 48 0f bf c0 c5 f9 c4 c0 02 8b 44 24 30 48 0f bf c0 c5 f9 c4 c0 03 8b 44 24 38 48 0f bf c0 c5 f9 c4 c0 04 8b 44 24 40 48 0f bf c0 c5 f9 c4 c0 05 8b 44 24 48 48 0f bf c0 c5 f9 c4 c0 06 8b 44 24 50 48 0f bf c0 c5 f9 c4 c0 07 8b 44 24 58 48 0f bf c0 c5 f9 6e c8 8b 44 24 60 48 0f bf c0 c5 f1 c4 c8 01 8b 44 24 68 48 0f bf c0 c5 f1 c4 c8 02 8b 44 24 70 48 0f bf c0 c5 f1 c4 c8 03 8b 44 24 78 48 0f bf c0 c5 f1 c4 c8 04 8b 84 24 80 00 00 00 48 0f bf c0 c5 f1 c4 c8 05 8b 84 24 88 00 00 00 48 0f bf c0 c5 f1 c4 c8 06 8b 84 24 90 00 00 00 48 0f bf c0 c5 f1 c4 c8 07 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3
436       | 79      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vpartsi#vpartsi_(n256,32i,32i,32i,32i,32i,32i,32i,32i)| c5 f8 77 66 90 c4 c1 79 6e c0 c4 c3 79 22 c1 01 c4 e3 79 22 44 24 28 02 c4 e3 79 22 44 24 30 03 c5 f9 6e 4c 24 38 c4 e3 71 22 4c 24 40 01 c4 e3 71 22 4c 24 48 02 c4 e3 71 22 4c 24 50 03 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3
437       | 79      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vparts#vparts_(n256,32u,32u,32u,32u,32u,32u,32u,32u)| c5 f8 77 66 90 c4 c1 79 6e c0 c4 c3 79 22 c1 01 c4 e3 79 22 44 24 28 02 c4 e3 79 22 44 24 30 03 c5 f9 6e 4c 24 38 c4 e3 71 22 4c 24 40 01 c4 e3 71 22 4c 24 48 02 c4 e3 71 22 4c 24 50 03 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3
438       | 48      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vpartsi#vpartsi_(n256,64i,64i,64i,64i)     | c5 f8 77 66 90 c4 c1 f9 6e c0 c4 c3 f9 22 c1 01 c4 e1 f9 6e 4c 24 28 c4 e3 f1 22 4c 24 30 01 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3
439       | 48      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vparts#vparts_(n256,64u,64u,64u,64u)       | c5 f8 77 66 90 c4 c1 f9 6e c0 c4 c3 f9 22 c1 01 c4 e1 f9 6e 4c 24 28 c4 e3 f1 22 4c 24 30 01 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3
