Sequence  | Length  | Host                          | OpId                                                        | Address         | OpName        | OpSig                                                                           | Data| Operation
0         | 67      | intrinsics/dinx               | vbitblend_(v128x8u,v128x8u,v128x8u)                         | 7ff7c83e79c0h   | vbitblend     | Vector128<byte> vbitblend(Vector128<byte> x, Vector128<byte> y, Vector128<byte> mask)| c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f1 ef ca c4 c1 79 10 11 c5 f1 db ca c5 f9 ef c1 c5 f9 11 01 48 8b c1 c3 cc cc cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
796       | 387     | intrinsics/dinx               | vand_(v256x16i,v256x16i)                                    | 7ff7c83f7a30h   | vand          | Vector256<short> vand(Vector256<short> x, Vector256<short> y)                   | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 e8 2d 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 40 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 98 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f0 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
797       | 339     | intrinsics/dinx               | vand_(v256x8i,v256x8i)                                      | 7ff7c83f7a60h   | vand          | Vector256<sbyte> vand(Vector256<sbyte> x, Vector256<sbyte> y)                   | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 40 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 98 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f0 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
798       | 291     | intrinsics/dinx               | vand_(v256x16u,v256x16u)                                    | 7ff7c83f7a90h   | vand          | Vector256<ushort> vand(Vector256<ushort> x, Vector256<ushort> y)                | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 98 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f0 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
799       | 243     | intrinsics/dinx               | vand_(v256x32i,v256x32i)                                    | 7ff7c83f7ac0h   | vand          | Vector256<int> vand(Vector256<int> x, Vector256<int> y)                         | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f0 2e 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
800       | 195     | intrinsics/dinx               | vand_(v256x32u,v256x32u)                                    | 7ff7c83f7af0h   | vand          | Vector256<uint> vand(Vector256<uint> x, Vector256<uint> y)                      | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
801       | 147     | intrinsics/dinx               | vand_(v256x64i,v256x64i)                                    | 7ff7c83f7b20h   | vand          | Vector256<long> vand(Vector256<long> x, Vector256<long> y)                      | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
802       | 99      | intrinsics/dinx               | vand_(v256x64u,v256x64u)                                    | 7ff7c83f7b50h   | vand          | Vector256<ulong> vand(Vector256<ulong> x, Vector256<ulong> y)                   | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d db 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 2f 49 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
803       | 51      | intrinsics/dinx               | vcimpl_(v128x8i,v128x8i)                                    | 7ff7c83f7b80h   | vcimpl        | Vector128<sbyte> vcimpl(Vector128<sbyte> x, Vector128<sbyte> y)                 | c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
804       | 51      | intrinsics/dinx               | vcimpl_(v128x8u,v128x8u)                                    | 7ff7c83f7bc0h   | vcimpl        | Vector128<byte> vcimpl(Vector128<byte> x, Vector128<byte> y)                    | c5 f8 77 66 90 c5 f9 10 02 c5 f9 74 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
805       | 51      | intrinsics/dinx               | vcimpl_(v128x16i,v128x16i)                                  | 7ff7c83f7c00h   | vcimpl        | Vector128<short> vcimpl(Vector128<short> x, Vector128<short> y)                 | c5 f8 77 66 90 c5 f9 10 02 c5 f9 75 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
806       | 51      | intrinsics/dinx               | vcimpl_(v128x16u,v128x16u)                                  | 7ff7c83f7c40h   | vcimpl        | Vector128<ushort> vcimpl(Vector128<ushort> x, Vector128<ushort> y)              | c5 f8 77 66 90 c5 f9 10 02 c5 f9 75 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
807       | 51      | intrinsics/dinx               | vcimpl_(v128x32i,v128x32i)                                  | 7ff7c83f7c80h   | vcimpl        | Vector128<int> vcimpl(Vector128<int> x, Vector128<int> y)                       | c5 f8 77 66 90 c5 f9 10 02 c5 f9 76 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
808       | 51      | intrinsics/dinx               | vcimpl_(v128x32u,v128x32u)                                  | 7ff7c83f7cc0h   | vcimpl        | Vector128<uint> vcimpl(Vector128<uint> x, Vector128<uint> y)                    | c5 f8 77 66 90 c5 f9 10 02 c5 f9 76 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
809       | 51      | intrinsics/dinx               | vcimpl_(v128x64i,v128x64i)                                  | 7ff7c83f7d00h   | vcimpl        | Vector128<long> vcimpl(Vector128<long> x, Vector128<long> y)                    | c5 f8 77 66 90 c5 f9 10 02 c5 f9 76 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
810       | 51      | intrinsics/dinx               | vcimpl_(v128x64u,v128x64u)                                  | 7ff7c83f7d40h   | vcimpl        | Vector128<ulong> vcimpl(Vector128<ulong> x, Vector128<ulong> y)                 | c5 f8 77 66 90 c5 f9 10 02 c5 f9 76 c8 c5 f9 ef c1 c4 c1 79 eb 00 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
811       | 55      | intrinsics/dinx               | vcimpl_(v256x8i,v256x8i)                                    | 7ff7c83f7d80h   | vcimpl        | Vector256<sbyte> vcimpl(Vector256<sbyte> x, Vector256<sbyte> y)                 | c5 f8 77 66 90 c5 fd 10 02 c5 fd 74 c8 c5 fd ef c1 c4 c1 7d eb 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
812       | 55      | intrinsics/dinx               | vcimpl_(v256x8u,v256x8u)                                    | 7ff7c83f7dc0h   | vcimpl        | Vector256<byte> vcimpl(Vector256<byte> x, Vector256<byte> y)                    | c5 f8 77 66 90 c5 fd 10 02 c5 fd 74 c8 c5 fd ef c1 c4 c1 7d eb 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
813       | 55      | intrinsics/dinx               | vcimpl_(v256x16i,v256x16i)                                  | 7ff7c83f7e00h   | vcimpl        | Vector256<short> vcimpl(Vector256<short> x, Vector256<short> y)                 | c5 f8 77 66 90 c5 fd 10 02 c5 fd 75 c8 c5 fd ef c1 c4 c1 7d eb 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
814       | 55      | intrinsics/dinx               | vcimpl_(v256x16u,v256x16u)                                  | 7ff7c83f7e40h   | vcimpl        | Vector256<ushort> vcimpl(Vector256<ushort> x, Vector256<ushort> y)              | c5 f8 77 66 90 c5 fd 10 02 c5 fd 75 c8 c5 fd ef c1 c4 c1 7d eb 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
815       | 55      | intrinsics/dinx               | vcimpl_(v256x32i,v256x32i)                                  | 7ff7c83f7e80h   | vcimpl        | Vector256<int> vcimpl(Vector256<int> x, Vector256<int> y)                       | c5 f8 77 66 90 c5 fd 10 02 c5 fd 76 c8 c5 fd ef c1 c4 c1 7d eb 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
816       | 55      | intrinsics/dinx               | vcimpl_(v256x32u,v256x32u)                                  | 7ff7c83f7ec0h   | vcimpl        | Vector256<uint> vcimpl(Vector256<uint> x, Vector256<uint> y)                    | c5 f8 77 66 90 c5 fd 10 02 c5 fd 76 c8 c5 fd ef c1 c4 c1 7d eb 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
817       | 55      | intrinsics/dinx               | vcimpl_(v256x64i,v256x64i)                                  | 7ff7c83f7f00h   | vcimpl        | Vector256<long> vcimpl(Vector256<long> x, Vector256<long> y)                    | c5 f8 77 66 90 c5 fd 10 02 c4 e2 7d 29 c8 c5 fd ef c1 c4 c1 7d eb 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
818       | 55      | intrinsics/dinx               | vcimpl_(v256x64u,v256x64u)                                  | 7ff7c83f7f40h   | vcimpl        | Vector256<ulong> vcimpl(Vector256<ulong> x, Vector256<ulong> y)                 | c5 f8 77 66 90 c5 fd 10 02 c4 e2 7d 29 c8 c5 fd ef c1 c4 c1 7d eb 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
819       | 39      | intrinsics/dinx               | vcnonimpl_(v128x8i,v128x8i)                                 | 7ff7c83f7f80h   | vcnonimpl     | Vector128<sbyte> vcnonimpl(Vector128<sbyte> x, Vector128<sbyte> y)              | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 df 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
820       | 39      | intrinsics/dinx               | vcnonimpl_(v128x8u,v128x8u)                                 | 7ff7c83f7fb0h   | vcnonimpl     | Vector128<byte> vcnonimpl(Vector128<byte> x, Vector128<byte> y)                 | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 df 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
821       | 39      | intrinsics/dinx               | vcnonimpl_(v128x16i,v128x16i)                               | 7ff7c83f7fe0h   | vcnonimpl     | Vector128<short> vcnonimpl(Vector128<short> x, Vector128<short> y)              | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 df 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
822       | 39      | intrinsics/dinx               | vcnonimpl_(v128x16u,v128x16u)                               | 7ff7c83f8010h   | vcnonimpl     | Vector128<ushort> vcnonimpl(Vector128<ushort> x, Vector128<ushort> y)           | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 df 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
823       | 39      | intrinsics/dinx               | vcnonimpl_(v128x32i,v128x32i)                               | 7ff7c83f8040h   | vcnonimpl     | Vector128<int> vcnonimpl(Vector128<int> x, Vector128<int> y)                    | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 df 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
824       | 39      | intrinsics/dinx               | vcnonimpl_(v128x32u,v128x32u)                               | 7ff7c83f8070h   | vcnonimpl     | Vector128<uint> vcnonimpl(Vector128<uint> x, Vector128<uint> y)                 | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 df 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
825       | 39      | intrinsics/dinx               | vcnonimpl_(v128x64i,v128x64i)                               | 7ff7c83f80a0h   | vcnonimpl     | Vector128<long> vcnonimpl(Vector128<long> x, Vector128<long> y)                 | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 df 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
826       | 39      | intrinsics/dinx               | vcnonimpl_(v128x64u,v128x64u)                               | 7ff7c83f80d0h   | vcnonimpl     | Vector128<ulong> vcnonimpl(Vector128<ulong> x, Vector128<ulong> y)              | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 df 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
827       | 435     | intrinsics/dinx               | vcnonimpl_(v256x8i,v256x8i)                                 | 7ff7c83f8100h   | vcnonimpl     | Vector256<sbyte> vcnonimpl(Vector256<sbyte> x, Vector256<sbyte> y)              | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 90 38 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 e8 38 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 40 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 98 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f0 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 74 c8 c5 f9 ef c1 c5 f9 eb 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
828       | 387     | intrinsics/dinx               | vcnonimpl_(v256x8u,v256x8u)                                 | 7ff7c83f8130h   | vcnonimpl     | Vector256<byte> vcnonimpl(Vector256<byte> x, Vector256<byte> y)                 | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 e8 38 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 40 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 98 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f0 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 74 c8 c5 f9 ef c1 c5 f9 eb 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
829       | 339     | intrinsics/dinx               | vcnonimpl_(v256x16i,v256x16i)                               | 7ff7c83f8160h   | vcnonimpl     | Vector256<short> vcnonimpl(Vector256<short> x, Vector256<short> y)              | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 40 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 98 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f0 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 74 c8 c5 f9 ef c1 c5 f9 eb 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
830       | 291     | intrinsics/dinx               | vcnonimpl_(v256x16u,v256x16u)                               | 7ff7c83f8190h   | vcnonimpl     | Vector256<ushort> vcnonimpl(Vector256<ushort> x, Vector256<ushort> y)           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 98 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f0 39 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 48 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd df 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 3a 49 c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 74 c8 c5 f9 ef c1 c5 f9 eb 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
